,cluster
SEC14L2,28
SEC14L3,15
SEC14L4,66
SEC14L5,69
SEC14L6,145
SEC16A,13
SEC16B,164
SEC22A,28
SEC22C,31
SEC23A,147
SEC23B,116
SEC23IP,147
SEC24A,9
SEC24B,42
SEC24D,188
SEC31A,116
SEC31B,42
SEC61A1,13
SEC61A2,50
SECISBP2,85
SECISBP2L,157
SEH1L,148
SEL1L,146
SEL1L2,1
SEL1L3,65
SELE,48
SELENOI,113
SELENOM,132
SELENON,142
SELENOV,120
SELENOW,6
SELL,96
SELP,136
SEMA3A,6
SEMA3C,32
SEMA3D,29
SEMA3E,11
SEMA3F,4
SEMA3G,177
SEMA4A,173
SEMA4B,60
SEMA4C,133
SEMA4D,186
SEMA4F,11
SEMA4G,143
SEMA5A,169
SEMA5B,181
SEMA6A,167
SEMA6B,172
SEMA6C,129
SEMA6D,31
SEMA7A,15
SEMG1,31
SEMG2,8
SENP1,35
SENP2,62
SENP5,77
SENP6,128
SENP7,127
SENP8,15
SEPHS1,82
SEPHS2,85
SEPTIN10,6
SEPTIN11,162
SEPTIN12,172
SEPTIN14,143
SEPTIN2,162
SEPTIN3,66
SEPTIN5,163
SEPTIN6,7
SEPTIN8,132
SEPTIN9,152
SERAC1,4
SERBP1,185
SERGEF,68
SERHL2,64
SERINC1,192
SERINC2,174
SERINC3,157
SERINC4,127
SERINC5,68
SERP1,155
SERP2,189
SERPINA1,94
SERPINA10,55
SERPINA11,36
SERPINA12,96
SERPINA3,60
SERPINA4,60
SERPINA5,184
SERPINA6,32
SERPINA7,172
SERPINA9,63
SERPINB1,31
SERPINB10,7
SERPINB12,38
SERPINB13,96
SERPINB2,68
SERPINB3,46
SERPINB4,11
SERPINB5,1
SERPINB6,30
SERPINB7,1
SERPINB8,26
SERPINB9,39
SERPINC1,37
SERPIND1,163
SERPINE1,170
SERPINE2,182
SERPINE3,128
SERPINF1,65
SERPINF2,172
SERPING1,5
SERPINH1,167
SERPINI1,139
SERPINI2,155
SERTAD1,64
SERTAD2,115
SERTAD3,26
SESN1,16
SESN2,108
SESN3,1
SESTD1,38
SET,82
SETBP1,26
SETD1A,87
SETD1B,110
SETD2,104
SETD3,77
SETD4,36
SETD5,162
SETD6,191
SETD7,174
SETDB1,197
SETDB2,28
SETMAR,32
SETX,96
SEZ6,123
SEZ6L,166
SEZ6L2,133
SF1,39
SF3A3,12
SF3B3,12
SF3B4,194
SFI1,38
SFMBT1,90
SFMBT2,63
SFN,167
SFPQ,13
SFRP1,178
SFRP2,66
SFRP4,188
SFRP5,68
SFSWAP,86
SFT2D1,57
SFT2D2,11
SFT2D3,68
SFTPA1,94
SFTPA2,94
SFTPB,127
SFTPD,185
SFXN1,88
SFXN2,66
SFXN3,199
SFXN4,70
SFXN5,136
SGCA,166
SGCD,28
SGCE,49
SGCG,30
SGCZ,39
SGIP1,34
SGK1,30
SGK2,4
SGK3,22
SGMS1,189
SGMS2,29
SGO1,162
SGO2,162
SGPL1,33
SGPP1,185
SGPP2,15
SGSH,54
SGSM1,132
SGSM2,166
SGSM3,10
SGTA,96
SGTB,128
SH2B1,164
SH2B3,167
SH2D1A,37
SH2D1B,32
SH2D2A,68
SH2D3A,8
SH2D3C,182
SH2D4A,44
SH2D4B,172
SH2D5,89
SH2D7,174
SH3BGR,128
SH3BGRL,44
SH3BGRL2,36
SH3BGRL3,173
SH3BP1,64
SH3BP4,168
SH3BP5,199
SH3BP5L,78
SH3D19,89
SH3D21,184
SH3GL1,113
SH3GL2,28
SH3GL3,32
SH3GLB1,9
SH3GLB2,171
SH3KBP1,167
SH3PXD2A,70
SH3PXD2B,168
SH3RF1,48
SH3RF2,180
SH3TC1,189
SH3TC2,124
SHANK1,53
SHARPIN,76
SHB,115
SHBG,187
SHC1,159
SHC3,30
SHC4,5
SHCBP1,189
SHCBP1L,11
SHD,157
SHE,34
SHF,128
SHH,61
SHISA2,189
SHISA3,196
SHISA4,62
SHISA5,168
SHISA6,169
SHISA7,179
SHISA9,49
SHISAL1,98
SHISAL2A,3
SHISAL2B,11
SHKBP1,68
SHMT1,128
SHMT2,118
SHOC2,149
SHOX2,4
SHPK,156
SHPRH,142
SHROOM1,4
SHROOM2,174
SHROOM3,35
SHROOM4,140
SHTN1,30
SI,17
SIAH1,90
SIAH2,90
SIAH3,178
SIDT1,196
SIDT2,132
SIGIRR,60
SIGLEC1,18
SIGLEC10,132
SIGLEC11,175
SIGLEC12,145
SIGLEC15,61
SIGLEC5,180
SIGLEC6,9
SIGLEC7,39
SIGLEC8,185
SIGLEC9,190
SIGLECL1,186
SIK1,5
SIK2,116
SIK3,115
SIKE1,154
SIL1,125
SIM1,189
SIM2,4
SIMC1,74
SIN3A,87
SIN3B,62
SIPA1,119
SIPA1L1,189
SIPA1L2,193
SIPA1L3,53
SIRPB1,18
SIRPB2,141
SIRPD,32
SIRPG,187
SIRT1,88
SIRT2,120
SIRT3,70
SIRT4,36
SIRT5,70
SIRT6,186
SIRT7,73
SIX1,162
SIX2,68
SIX3,171
SIX4,42
SIX5,42
SIX6,124
SKAP1,49
SKAP2,28
SKI,89
SKIC2,110
SKIC8,99
SKIDA1,189
SKIL,142
SKOR1,5
SKOR2,172
SKP2,161
SLA,170
SLA2,48
SLAIN1,171
SLAIN2,157
SLAMF1,28
SLAMF6,9
SLAMF7,125
SLAMF8,34
SLAMF9,125
SLC10A1,175
SLC10A2,167
SLC10A3,3
SLC10A4,177
SLC10A5,31
SLC10A6,132
SLC11A1,182
SLC11A2,172
SLC12A1,14
SLC12A2,67
SLC12A3,191
SLC12A4,173
SLC12A5,48
SLC12A6,38
SLC12A7,111
SLC12A8,145
SLC12A9,126
SLC13A1,22
SLC13A2,123
SLC13A3,145
SLC13A4,189
SLC13A5,5
SLC14A1,144
SLC14A2,186
SLC15A1,5
SLC15A2,49
SLC15A3,170
SLC15A4,69
SLC16A1,118
SLC16A10,68
SLC16A11,3
SLC16A12,145
SLC16A13,11
SLC16A14,179
SLC16A2,137
SLC16A3,73
SLC16A4,154
SLC16A5,178
SLC16A6,141
SLC16A7,142
SLC16A8,53
SLC16A9,143
SLC17A1,31
SLC17A2,141
SLC17A3,198
SLC17A4,199
SLC17A5,166
SLC17A6,199
SLC17A7,65
SLC17A8,145
SLC17A9,77
SLC18A1,65
SLC18A2,199
SLC18A3,137
SLC18B1,54
SLC19A1,168
SLC19A2,26
SLC19A3,170
SLC1A1,17
SLC1A2,140
SLC1A3,138
SLC1A4,5
SLC1A5,108
SLC1A6,189
SLC1A7,173
SLC20A1,115
SLC20A2,134
SLC22A1,41
SLC22A10,28
SLC22A11,119
SLC22A12,140
SLC22A13,3
SLC22A14,180
SLC22A15,154
SLC22A16,178
SLC22A17,121
SLC22A2,70
SLC22A23,172
SLC22A25,125
SLC22A3,169
SLC22A4,187
SLC22A5,132
SLC22A6,49
SLC22A7,196
SLC22A8,125
SLC22A9,125
SLC23A1,179
SLC23A2,17
SLC23A3,60
SLC24A1,145
SLC24A2,20
SLC24A3,67
SLC24A4,61
SLC24A5,27
SLC25A1,112
SLC25A10,73
SLC25A11,64
SLC25A12,68
SLC25A13,1
SLC25A14,65
SLC25A15,178
SLC25A16,37
SLC25A17,165
SLC25A18,163
SLC25A19,113
SLC25A2,14
SLC25A20,132
SLC25A21,28
SLC25A22,78
SLC25A23,191
SLC25A24,47
SLC25A25,178
SLC25A26,72
SLC25A27,5
SLC25A28,83
SLC25A29,77
SLC25A3,111
SLC25A30,186
SLC25A31,35
SLC25A32,118
SLC25A33,200
SLC25A34,199
SLC25A35,191
SLC25A36,41
SLC25A37,83
SLC25A38,52
SLC25A39,19
SLC25A4,98
SLC25A40,28
SLC25A41,172
SLC25A42,165
SLC25A43,54
SLC25A44,173
SLC25A45,119
SLC25A47,61
SLC25A48,178
SLC25A5,183
SLC25A51,72
SLC25A52,156
SLC25A53,94
SLC26A1,199
SLC26A11,73
SLC26A2,167
SLC26A3,173
SLC26A4,10
SLC26A5,126
SLC26A6,196
SLC26A7,138
SLC26A8,143
SLC26A9,68
SLC27A1,167
SLC27A2,7
SLC27A3,167
SLC27A4,200
SLC27A5,60
SLC27A6,138
SLC28A1,185
SLC28A2,32
SLC28A3,137
SLC29A1,138
SLC29A2,119
SLC29A3,189
SLC29A4,61
SLC2A1,118
SLC2A10,172
SLC2A11,191
SLC2A12,54
SLC2A13,188
SLC2A14,26
SLC2A2,132
SLC2A3,88
SLC2A4,138
SLC2A4RG,77
SLC2A5,68
SLC2A6,175
SLC2A7,75
SLC2A8,179
SLC2A9,167
SLC30A1,113
SLC30A10,41
SLC30A2,168
SLC30A3,179
SLC30A4,198
SLC30A5,125
SLC30A6,31
SLC30A7,7
SLC30A8,173
SLC31A1,72
SLC31A2,39
SLC32A1,137
SLC33A1,150
SLC34A1,191
SLC34A2,199
SLC34A3,78
SLC35A1,5
SLC35A2,150
SLC35A3,29
SLC35A4,22
SLC35A5,132
SLC35B1,101
SLC35B2,151
SLC35B3,42
SLC35B4,27
SLC35C1,67
SLC35C2,55
SLC35D1,29
SLC35D2,164
SLC35D3,175
SLC35E1,48
SLC35E2B,75
SLC35E3,36
SLC35E4,68
SLC35F1,137
SLC35F2,79
SLC35F3,58
SLC35G1,191
SLC35G2,156
SLC35G3,171
SLC35G5,185
SLC35G6,184
SLC36A1,4
SLC36A2,171
SLC36A3,68
SLC36A4,38
SLC37A1,17
SLC37A2,79
SLC37A3,41
SLC38A1,113
SLC38A10,73
SLC38A11,1
SLC38A2,90
SLC38A4,171
SLC38A5,55
SLC38A6,28
SLC38A7,132
SLC38A8,168
SLC38A9,128
SLC39A1,200
SLC39A10,15
SLC39A12,32
SLC39A13,177
SLC39A14,156
SLC39A2,121
SLC39A3,58
SLC39A4,76
SLC39A5,186
SLC39A6,15
SLC39A7,101
SLC39A8,31
SLC3A1,7
SLC3A2,111
SLC41A1,186
SLC41A2,44
SLC41A3,142
SLC43A1,139
SLC43A2,65
SLC44A1,167
SLC44A2,55
SLC44A3,154
SLC44A4,124
SLC44A5,43
SLC45A1,75
SLC45A2,189
SLC45A3,182
SLC45A4,69
SLC46A2,1
SLC46A3,32
SLC47A1,138
SLC47A2,138
SLC49A3,179
SLC49A4,30
SLC4A1,174
SLC4A10,43
SLC4A11,77
SLC4A1AP,199
SLC4A2,199
SLC4A3,18
SLC4A4,188
SLC4A5,183
SLC4A7,111
SLC4A8,156
SLC4A9,132
SLC51A,77
SLC52A1,185
SLC52A2,84
SLC52A3,182
SLC5A1,140
SLC5A10,42
SLC5A11,7
SLC5A12,68
SLC5A2,133
SLC5A3,115
SLC5A4,137
SLC5A5,14
SLC5A6,18
SLC5A7,7
SLC5A8,173
SLC5A9,173
SLC66A1,200
SLC66A3,64
SLC6A1,74
SLC6A11,5
SLC6A12,77
SLC6A13,60
SLC6A14,175
SLC6A15,155
SLC6A16,143
SLC6A17,153
SLC6A18,61
SLC6A19,61
SLC6A2,49
SLC6A20,193
SLC6A3,63
SLC6A4,32
SLC6A5,156
SLC6A6,185
SLC6A7,124
SLC6A8,199
SLC6A9,191
SLC7A1,111
SLC7A10,120
SLC7A11,113
SLC7A13,24
SLC7A14,132
SLC7A2,193
SLC7A3,175
SLC7A4,163
SLC7A5,111
SLC7A6,127
SLC7A7,4
SLC7A8,121
SLC7A9,120
SLC8A1,54
SLC8A2,188
SLC8A3,188
SLC9A1,167
SLC9A2,175
SLC9A3,61
SLC9A4,189
SLC9A5,193
SLC9A6,3
SLC9A7,51
SLC9A8,197
SLC9A9,28
SLC9B1,8
SLC9B2,188
SLC9C1,144
SLC9C2,24
SLCO1A2,21
SLCO1B1,30
SLCO1B3,41
SLCO1C1,128
SLCO2A1,143
SLCO2B1,198
SLCO3A1,17
SLCO4A1,61
SLCO4C1,192
SLCO5A1,140
SLCO6A1,30
SLF1,110
SLF2,11
SLFN11,144
SLFN12,54
SLFN12L,28
SLFN13,27
SLFN14,67
SLFN5,24
SLFNL1,166
SLIT1,193
SLIT2,96
SLIT3,169
SLITRK1,198
SLITRK2,44
SLITRK3,190
SLITRK4,43
SLITRK5,167
SLITRK6,26
SLK,162
SLMAP,152
SLPI,200
SLTM,155
SLURP1,76
SMAD1,187
SMAD2,36
SMAD3,65
SMAD4,89
SMAD6,189
SMAD7,38
SMAD9,1
SMAGP,136
SMAP1,124
SMAP2,155
SMARCA1,8
SMARCA2,192
SMARCA4,90
SMARCA5,116
SMARCAD1,42
SMARCAL1,83
SMARCC1,90
SMARCC2,42
SMARCD1,114
SMARCD2,54
SMARCD3,61
SMARCE1,90
SMC1A,115
SMC1B,67
SMC2,102
SMC3,115
SMC4,102
SMC5,110
SMC6,110
SMCO2,11
SMG5,13
SMG7,110
SMIM10,41
SMIM24,128
SMIM29,64
SMNDC1,13
SMO,140
SMOC1,175
SMOC2,55
SMOX,141
SMPD1,4
SMPDL3A,2
SMPDL3B,15
SMS,185
SMTNL2,7
SMURF1,7
SMURF2,162
SMYD1,15
SMYD2,42
SMYD3,169
SMYD4,141
SMYD5,165
SNAI1,180
SNAI2,159
SNAI3,179
SNAP23,104
SNAP25,142
SNAP29,163
SNAP47,58
SNAP91,137
SNAPC4,194
SNCA,36
SNCB,84
SNCG,180
SND1,200
SNED1,78
SNIP1,13
SNPH,3
SNRK,162
SNRNP200,13
SNRNP35,6
SNRNP40,109
SNRNP48,88
SNRNP70,16
SNRPA,110
SNRPA1,13
SNRPB,13
SNRPB2,162
SNRPD1,12
SNRPF,12
SNRPG,88
SNRPN,46
SNTA1,28
SNTB1,173
SNTB2,191
SNTG1,32
SNTG2,169
SNTN,30
SNX1,44
SNX10,127
SNX11,180
SNX12,5
SNX13,48
SNX14,37
SNX15,119
SNX16,28
SNX17,159
SNX18,174
SNX19,79
SNX2,8
SNX20,68
SNX21,68
SNX22,127
SNX24,9
SNX25,145
SNX27,38
SNX29,177
SNX3,198
SNX30,23
SNX31,185
SNX32,119
SNX33,64
SNX4,178
SNX5,192
SNX6,28
SNX7,154
SNX8,74
SNX9,74
SOAT1,38
SOAT2,68
SOBP,170
SOCS1,48
SOCS2,35
SOCS3,200
SOCS4,157
SOCS5,34
SOCS6,18
SOCS7,67
SOD1,99
SOD3,170
SOHLH1,159
SOHLH2,156
SORBS1,70
SORBS2,98
SORBS3,132
SORCS1,174
SORCS2,21
SORCS3,61
SORD,44
SORL1,79
SORT1,189
SOS1,159
SOS2,11
SOST,140
SOSTDC1,172
SOWAHA,54
SOWAHB,124
SOWAHC,16
SOWAHD,191
SOX1,42
SOX10,81
SOX11,92
SOX12,62
SOX13,85
SOX14,169
SOX15,159
SOX17,159
SOX18,199
SOX2,22
SOX21,166
SOX3,172
SOX30,98
SOX4,62
SOX5,181
SOX6,5
SOX7,65
SOX8,57
SOX9,104
SP1,116
SP100,128
SP110,62
SP140,43
SP140L,170
SP2,104
SP3,116
SP4,5
SP5,170
SP6,19
SP7,171
SP8,14
SP9,68
SPA17,79
SPACA3,188
SPAG1,42
SPAG4,3
SPAG9,157
SPAM1,28
SPANXB1,94
SPANXN1,139
SPANXN2,28
SPANXN3,65
SPANXN4,27
SPANXN5,178
SPARC,132
SPARCL1,35
SPAST,9
SPATA13,139
SPATA16,3
SPATA2,38
SPATA21,175
SPATA2L,69
SPATA31A1,167
SPATA31A3,66
SPATA31A6,194
SPATA31A7,66
SPATA31E1,192
SPATA31F1,176
SPATA4,47
SPATA6,43
SPATA6L,62
SPATC1,58
SPATC1L,168
SPATS2,180
SPATS2L,197
SPDEF,160
SPDL1,162
SPDYA,9
SPDYE1,183
SPDYE4,185
SPECC1,167
SPECC1L,159
SPEF1,132
SPEG,74
SPEN,89
SPG7,180
SPHK1,41
SPHK2,185
SPHKAP,156
SPI1,115
SPIB,36
SPIC,139
SPIN1,198
SPIN3,155
SPIN4,21
SPINK13,15
SPINK14,28
SPINK2,167
SPINK5,47
SPINK6,171
SPINK7,178
SPINK8,132
SPINK9,32
SPINT1,177
SPINT2,180
SPINT4,28
SPIRE1,51
SPIRE2,77
SPMAP2,168
SPMAP2L,136
SPNS1,44
SPNS2,53
SPNS3,185
SPOCD1,127
SPOCK1,171
SPOCK2,67
SPOCK3,37
SPOP,31
SPOPL,26
SPPL2A,51
SPPL2C,132
SPPL3,198
SPRED1,108
SPRED2,108
SPRED3,120
SPRR2G,50
SPRR3,5
SPRR4,29
SPRY1,42
SPRY2,58
SPRY3,190
SPRY4,132
SPRYD3,49
SPRYD4,164
SPSB1,75
SPSB2,175
SPSB3,76
SPSB4,17
SPTA1,48
SPTAN1,105
SPTB,132
SPTBN1,105
SPTBN2,124
SPTBN4,18
SPTBN5,189
SPTLC1,183
SPTLC2,149
SPTLC3,47
SPTSSA,149
SPTSSB,15
SPTY2D1,115
SPZ1,24
SRC,159
SRCAP,87
SRCIN1,169
SRD5A1,170
SREBF1,103
SREBF2,113
SREK1,89
SRF,152
SRGAP1,9
SRGAP3,70
SRI,33
SRL,54
SRM,118
SRMS,58
SRP54,13
SRPK1,113
SRPK2,19
SRPK3,182
SRPRA,87
SRPRB,101
SRPX,172
SRPX2,35
SRR,165
SRRM2,86
SRSF1,36
SRSF10,36
SRSF11,88
SRSF12,35
SRSF2,194
SRSF3,191
SRSF4,3
SRSF5,26
SRSF6,89
SRSF7,87
SRSF9,132
SS18,90
SS18L1,172
SS18L2,104
SSB,99
SSBP2,5
SSBP3,183
SSBP4,135
SSC4D,185
SSC5D,141
SSH1,7
SSH2,105
SSH3,197
SSRP1,100
SSTR1,137
SSTR2,132
SSTR3,10
SSTR4,67
SSTR5,57
SSU72,89
SSX1,118
SSX3,43
SSX5,118
SSX7,53
ST14,79
ST18,2
ST3GAL1,185
ST3GAL2,65
ST3GAL3,36
ST3GAL4,79
ST3GAL5,140
ST3GAL6,24
ST6GAL1,191
ST6GAL2,14
ST6GALNAC1,3
ST6GALNAC2,3
ST6GALNAC3,186
ST6GALNAC4,185
ST6GALNAC5,166
ST6GALNAC6,66
ST7,16
ST7L,23
ST8SIA1,3
ST8SIA2,63
ST8SIA3,70
ST8SIA4,142
ST8SIA5,193
ST8SIA6,8
STAB1,196
STAB2,174
STAC,65
STAC2,42
STAC3,195
STAG1,85
STAG2,115
STAG3,126
STAM,190
STAM2,23
STAMBP,107
STAMBPL1,187
STAP1,65
STAP2,29
STAR,134
STARD10,21
STARD13,190
STARD3,122
STARD3NL,1
STARD4,1
STARD5,164
STARD6,32
STARD7,189
STARD8,138
STAT1,39
STAT2,51
STAT3,53
STAT4,30
STAT5A,137
STAT5B,116
STAT6,184
STATH,48
STAU1,38
STAU2,39
STC1,191
STC2,170
STEAP1,40
STEAP1B,166
STEAP2,32
STEAP3,170
STEAP4,27
STIM1,145
STIM2,32
STIMATE,180
STIP1,109
STK10,68
STK11,116
STK11IP,192
STK16,39
STK17A,35
STK17B,32
STK24,68
STK25,78
STK26,44
STK3,6
STK31,191
STK32A,29
STK32B,178
STK32C,41
STK33,155
STK35,41
STK36,60
STK38,49
STK38L,36
STK39,1
STK4,29
STK40,108
STMN1,118
STMN2,26
STMN3,77
STMN4,49
STMND1,179
STN1,99
STOM,96
STOML1,172
STOML2,83
STOML3,42
STON1,51
STON2,175
STOX1,11
STOX2,61
STPG1,7
STPG2,27
STRA6,189
STRADA,116
STRADB,191
STRBP,1
STRC,64
STRIP1,159
STRIP2,170
STRN,178
STRN3,157
STRN4,171
STS,1
STT3A,91
STT3B,150
STUB1,4
STX10,165
STX11,61
STX12,89
STX16,58
STX17,9
STX19,127
STX1A,140
STX1B,133
STX2,95
STX3,28
STX4,104
STX5,6
STX6,48
STX7,44
STX8,24
STXBP1,180
STXBP2,48
STXBP3,104
STXBP4,5
STXBP5,5
STXBP5L,156
STXBP6,121
STYK1,65
STYX,37
STYXL1,9
STYXL2,19
SUCLA2,156
SUCLG2,175
SUCNR1,24
SUDS3,87
SUGCT,155
SUGP1,88
SUGP2,157
SUGT1,162
SULF1,139
SULF2,172
SULT1A1,166
SULT1A2,41
SULT1B1,136
SULT1C2,30
SULT1C3,39
SULT1C4,137
SULT1E1,32
SULT2A1,36
SULT2B1,173
SULT4A1,98
SULT6B1,32
SUMF1,57
SUMF2,138
SUMO3,60
SUN1,20
SUN2,175
SUN3,7
SUN5,177
SUPT20H,114
SUPT3H,99
SURF1,72
SURF4,147
SUSD2,18
SUSD3,167
SUSD4,96
SUSD6,198
SUV39H1,34
SUV39H2,156
SV2A,129
SV2B,78
SV2C,137
SVEP1,43
SVIL,138
SVOPL,7
SWAP70,28
SYAP1,139
SYBU,164
SYCE1,78
SYCE1L,38
SYCP2,46
SYCP2L,44
SYCP3,26
SYDE1,10
SYDE2,48
SYK,113
SYN1,66
SYN3,132
SYNCRIP,141
SYNDIG1,177
SYNDIG1L,184
SYNE1,142
SYNE2,88
SYNE3,54
SYNGAP1,175
SYNGR1,4
SYNGR2,3
SYNGR3,169
SYNGR4,188
SYNJ1,41
SYNJ2,61
SYNJ2BP,192
SYNPO,18
SYNPO2,21
SYNPO2L,165
SYNPR,5
SYP,191
SYPL1,26
SYPL2,153
SYS1,147
SYT1,144
SYT10,164
SYT11,129
SYT12,119
SYT13,137
SYT14,29
SYT16,174
SYT17,189
SYT2,36
SYT3,132
SYT4,23
SYT5,179
SYT6,153
SYT7,125
SYT8,1
SYT9,145
SYTL1,198
SYTL2,30
SYTL3,68
SYTL4,22
SYTL5,144
SYVN1,146
TAAR1,30
TAAR2,47
TAAR5,170
TAAR6,142
TAAR8,124
TAB1,11
TAB2,165
TAB3,66
TACC1,134
TACC2,70
TACC3,107
TACR1,136
TACR2,188
TACR3,174
TACSTD2,4
TADA2A,161
TADA2B,114
TAF1,13
TAF11,84
TAF13,84
TAF15,122
TAF1L,54
TAF3,84
TAF4,84
TAF4B,44
TAF5,84
TAF5L,114
TAF6,84
TAF6L,114
TAF7,86
TAF7L,24
TAF9,52
TAF9B,192
TAFA1,7
TAFA2,2
TAFA3,153
TAFA4,124
TAGAP,63
TAGLN,53
TAGLN2,35
TAGLN3,34
TAL1,41
TAL2,127
TAMALIN,137
TANC1,196
TANC2,156
TAOK1,105
TAOK2,48
TAOK3,41
TAP1,7
TAP2,139
TAPBP,198
TAPBPL,171
TARBP1,41
TARBP2,122
TARDBP,113
TARM1,58
TARS1,101
TARS2,72
TARS3,172
TAS1R1,75
TAS1R2,89
TAS1R3,75
TAS2R1,143
TAS2R10,32
TAS2R13,47
TAS2R14,31
TAS2R16,2
TAS2R19,29
TAS2R20,32
TAS2R3,193
TAS2R30,31
TAS2R31,11
TAS2R38,50
TAS2R39,28
TAS2R4,143
TAS2R40,66
TAS2R41,97
TAS2R42,23
TAS2R43,32
TAS2R46,31
TAS2R5,23
TAS2R50,29
TAS2R60,61
TAS2R7,37
TAS2R8,32
TAS2R9,54
TASOR,197
TASOR2,3
TASP1,33
TAT,155
TATDN1,31
TATDN2,200
TATDN3,96
TAX1BP1,38
TBC1D1,43
TBC1D10A,37
TBC1D10B,41
TBC1D10C,119
TBC1D12,67
TBC1D13,200
TBC1D14,113
TBC1D15,190
TBC1D16,70
TBC1D17,36
TBC1D2,137
TBC1D21,132
TBC1D22A,98
TBC1D22B,88
TBC1D25,177
TBC1D26,10
TBC1D28,138
TBC1D2B,42
TBC1D30,164
TBC1D31,89
TBC1D32,44
TBC1D4,21
TBC1D5,148
TBC1D8,133
TBC1D8B,31
TBC1D9,36
TBC1D9B,167
TBCE,101
TBCEL,79
TBCK,113
TBK1,27
TBKBP1,132
TBL1X,64
TBL1XR1,109
TBL2,126
TBL3,100
TBP,86
TBPL1,2
TBR1,68
TBRG4,72
TBX1,22
TBX10,119
TBX15,154
TBX18,191
TBX19,196
TBX2,54
TBX20,175
TBX21,124
TBX22,5
TBX3,7
TBX4,55
TBX5,155
TBX6,180
TBXA2R,170
TBXT,199
TC2N,164
TCAF1,94
TCEA1,34
TCEA2,58
TCEA3,184
TCEAL1,26
TCEAL2,192
TCEAL3,50
TCEAL4,53
TCEAL5,139
TCEAL7,31
TCEAL8,11
TCEAL9,194
TCEANC,26
TCERG1,70
TCERG1L,59
TCF12,115
TCF15,69
TCF20,87
TCF21,132
TCF23,175
TCF24,69
TCF3,115
TCF4,187
TCF7,53
TCF7L1,67
TCF7L2,104
TCHHL1,189
TCIRG1,66
TCL1A,89
TCL1B,60
TCN1,5
TCN2,132
TCP1,162
TCP10L,125
TCP11,16
TCP11L1,140
TCP11L2,44
TCTN1,178
TCTN2,68
TCTN3,178
TDRD1,193
TDRD10,24
TDRD12,26
TDRD5,11
TDRD6,136
TDRD7,22
TDRD9,64
TDRKH,1
TEAD1,152
TEAD2,132
TEAD3,152
TEAD4,125
TEC,164
TECPR2,77
TECR,99
TECRL,11
TECTA,79
TECTB,171
TEDDM1,47
TEF,23
TEK,96
TEKT1,143
TEKT2,3
TEKT3,136
TEKT4,133
TEKT5,137
TENM1,170
TENM3,170
TENM4,142
TENT2,23
TENT4A,132
TENT4B,159
TENT5A,67
TENT5B,68
TENT5C,154
TENT5D,9
TEP1,121
TERF2,164
TES,16
TESC,61
TESK1,176
TESK2,27
TESMIN,119
TESPA1,42
TET1,48
TET2,175
TET3,140
TEX10,100
TEX101,26
TEX13B,67
TEX30,46
TEX55,42
TF,70
TFAM,72
TFAP2A,81
TFAP2B,92
TFAP2C,96
TFAP2D,22
TFAP2E,70
TFAP4,116
TFB1M,72
TFB2M,72
TFCP2,157
TFCP2L1,137
TFDP1,161
TFDP2,2
TFDP3,70
TFE3,35
TFEB,138
TFEC,11
TFF1,62
TFF2,54
TFF3,50
TFIP11,13
TFPI,28
TFPI2,42
TFR2,174
TFRC,106
TG,197
TGDS,98
TGFA,138
TGFB1,3
TGFB1I1,42
TGFB2,29
TGFB3,67
TGFBI,22
TGFBR1,162
TGFBR2,162
TGFBR3,154
TGFBR3L,11
TGFBRAP1,107
TGIF1,37
TGIF2,34
TGIF2LX,2
TGM1,121
TGM2,21
TGM3,175
TGM4,171
TGM5,189
TGM6,169
TGM7,166
TH,199
THAP1,87
THAP10,61
THAP12,96
THAP2,31
THAP3,85
THAP6,38
THAP7,167
THAP8,48
THBS1,169
THBS2,179
THBS3,129
THBS4,18
THEM4,49
THEM5,189
THEMIS,196
THEMIS2,166
THNSL1,30
THNSL2,127
THOP1,96
THRA,122
THRAP3,110
THRB,3
THRSP,130
THSD4,29
THSD7A,166
THUMPD2,29
THUMPD3,66
TIA1,165
TIAL1,162
TIAM1,171
TIAM2,190
TIE1,136
TIFA,3
TIFAB,180
TIGD2,48
TIGD3,119
TIGD4,30
TIGD5,78
TIGD6,144
TIGD7,159
TIGIT,68
TIMD4,26
TIMM17A,159
TIMM17B,139
TIMM23,13
TIMM8A,194
TIMP1,189
TIMP2,73
TIMP3,191
TIMP4,35
TINAG,28
TINAGL1,85
TIPARP,162
TJP1,158
TJP2,3
TJP3,172
TK2,191
TKT,111
TKTL1,190
TKTL2,61
TLCD1,123
TLCD2,172
TLCD3A,64
TLCD3B,180
TLCD4,14
TLDC2,65
TLE1,183
TLE2,16
TLE3,116
TLE4,9
TLE5,96
TLE6,172
TLK1,23
TLK2,164
TLL1,17
TLL2,22
TLN1,152
TLN2,188
TLNRD1,115
TLR1,191
TLR10,24
TLR2,94
TLR3,98
TLR4,23
TLR5,36
TLR6,24
TLR7,30
TLR8,172
TLR9,171
TLX1,199
TLX2,136
TLX3,172
TM2D1,159
TM2D2,159
TM2D3,159
TM4SF1,3
TM4SF18,3
TM4SF19,77
TM4SF20,1
TM4SF4,3
TM4SF5,66
TM6SF1,181
TM6SF2,135
TM7SF2,127
TM9SF1,121
TM9SF2,151
TM9SF3,147
TM9SF4,145
TMA7,53
TMBIM1,64
TMBIM4,31
TMBIM6,166
TMC1,49
TMC2,26
TMC3,42
TMC4,58
TMC5,32
